Username,Comment,Post Link,Label
AndyErwin-ug7fj,Indonesia bagian tengah Bosku Bukan timur  ( WITA ),https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=Ugznbh_DSR3FluygKrd4AaABAg,netral
lagionzachawerus6951,Hati hati bro,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgzDGom4QPoz5y5R0n14AaABAg,netral
wardisolowardisolo5759,Pkl menjamur di jln bang,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgxV6NyFTlq3LD5_vOx4AaABAg,netral
DETTULA,yang nge VLOG salah jalur masuk Ke Sudiang MAKANYA KO NANYA,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgwE5E_1l4XTAk_FH-94AaABAg,netral
kucink3kaki,Dimana di sudiang dibangun stadionnya?,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgzuPt-ws1FMZtrjJxV4AaABAg,netral
mangatta6101,Lucu pemerintah sulsel padahal ada stadion megah dan sudah 80% rampung malah tidak di lanjutkan. Buang2 anggaran saja,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgzX1TmNlSDvkhe0nxh4AaABAg,negatif
syarifal-mahdi5683,Macet macet macet. Saksikanlah!!!! Percuma stadionnya bagus bertaraf internasional jika Akses ke lokasinya sempit kumuh dan pasti macet. Kalau dibuat jalan langsung ke toll mungkin bagus.,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgzuxZjym5jEXQY-bh94AaABA,negatif
naspat88,bang saya dari makassar. kita pernah ketemu di jis waktu u17wc. abang blg kalau gasalah pernah ke mks (minasa upa). kapan ketemu lg ya mumpung di mks,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgwR0M6QjZgoEBdWbV94AaABAg,netral
fadlysuryaji6558,Hati2 mas mengendara jgn mengejar dunia,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgzYQR_P1cV6XRWInm54AaABAg,netral
victorpasoloran3278,Kalau mau lewat jalan agak luas. Bisa lewat jalan Dg. Ramang di samping POLDA,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgwVUlIe_t_kLNLzFiJ4AaABAg,netral
arifhamdi3134,Setuju sekali Karena di Area Sudiang masih banyak lahan kosong,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgyvlTOw65tHXDa1dUZ4AaABAg,positif
hakustory5177,Mantap benar,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgwNwYjz3Tmmxoq10l94AaABAg,positif
khaerudinkhaerudin1238,Pak JK kemana ? Makasar sampai tdk punya stadion. Jgn ngomong aja bravo PSM,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgwzOjFKXPMKjtKB4np4AaABAg,negatif
squitgame5412,Jadi pi baru dibilang kalau baru kata kata tabe kenyang mi ki ye,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=Ugw0brAmoEYsqJzVgcd4AaABAg,negatif
IcamHisyam-sf4wl,hati hati ki om jatuh mki toh,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=Ugxi1drs3jDG-xp5pzZ4AaABAg,netral
nfdtv8846,coba lewat samping polda bosku di sana lebih dekat dan lebar,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=Ugxgj3Q9leF01k9LskR4AaABAg,netral
user-rq9fz7ds3u,Warga Makassar harus cari pemimpin yg hobi sepak bola agar bisa membangun stadion modern. PSM adalah tim besar dengan sejarah besar sangat miris mengetahui PSM tak punya stadion. Semoga NEW MATO ANGIN cepat dibangun dengan desain  modern dan megah.,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgzPOFLfD28Fn7zIo694AaABAg,positif
AdiningratSutila,Alhamdulillah kalau pak Jokowi  mau membangunkan Stadion utk kota Makassar yg bertaraf Internasional  semoga bisa terlaksana dengan baik dan lancar pembangunannya  karena  akhir 2 ini PSM Makassar sudah tidak punya stadion lagi  sangat mengenaskan semoga bisa punya stadion lagi yg disesuaikan dengan perkembangan jaman  Insyaallah amin yaa rabbal alamiin,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgzuxZjym5jEXQY-bh94AaABA,positif
MuhammadSaid-dn1se,stadion ku.,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgzWSy_fQ2_wBHC_LcR4AaABAg,positif
muhammadrizalrahman9746,Jalan jalan ke daerah moncongloe bang disamping lahan rencana stadion,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=Ugw-US2f48G1biIQSfh4AaABAg,netral
robertsimonzeb5203,Salah jalan lu bang.?? Lwt polda sulsel bru belok kanan bang kalo dari patung ayam klo dari bandara sultan hasanuddin sebelum polda sulsel belok kiri,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=Ugwtd13XULF6MkLnMEd4AaABAg,netral
RajjaofficialOffcial-gv2np,Semoga nasibnya stadion yang dibangun di Sudiang tdk sama dengan stadion Barombong kodong,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgzEnTvMPGFXxE8ogDF4AaABAg,positif
azmanm4395,mantap,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=UgwKqqgMocu0ugFL7Y94AaABAg,positif
afiq08geming17,Kalau mau luas jalannya lewat jln dg Ramang samping polda,https://www.youtube.com/watch?v=I7LQc2u2Rck&lc=Ugyuu975f8isiDVjKkx4AaABAg,netral
Ambr Yay,Carutu,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1860156884505277,negatif
Asiiz Brow,Habis pemilu lagi🤣,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1860157581171874,negatif
Aghunk Mhkim,Jadi stadion barombong bagaimana mi kelanjutannya ?? Mangkrak??,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1860158391171793,negatif
Fae Fae,dari dulu ji begini sudah berapa tahun ,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1860158941171738,negatif
Dhudy,Hoax,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1860159237838375,negatif
Wahyu,Ciluk ba,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1860159871171645,negatif
Agus Salim,luar biasa lucu sekali 😆😆😆 ,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1860160131171619,netral
Faisal Patta,Mau lagi pilkada lagu lama ... Pemerintah TDK becus sdh ada stadion Barombong tinggal dilanjutkan sja ..  .. uang rakyat itu knp  tutup mata.. pemerintah memang itu uang nenek moyang di bangun dibiarkan. Begitu saja ...,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1860160431171589,negatif
Bang,kita berdoa saja semoga ini bukan angan karena mau pemilihan gubernur lagi hahaha,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1860177537836545,negatif
Rijal Cakra,Ballaooo,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1860178354503130,negatif
Shakti Mahesah,Hanya orang bodoh yg memilih Danny Pomanto di Pilgub 🤮🤮🤮,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1860179251169707,negatif
Ugi Sinjai,yang saya tahu pemprov yang usulkan pembangunan stadiong di sudiang bukan pak dani🤣🤣🤣🤣🤣,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1860180614502904,netral
MJufry Themazman,Dany pokongkong,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1860192484501717,negatif
Kayla Azzahrah UnyuUnyu,dekat mi pilkada kayaknya 🤭,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1860193451168287,negatif
Yos Saputra,pak Dany....itu gaya na ji.....punna lorang2 tetteri ji na bangun,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1860195201168112,negatif
Yos Saputra,pak Dany..... memang pintar cari buka dan tahu betul masyarakat butuh stadion makanya masuk juga dimberung,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1860196074501358,negatif
Adhie Oppank,Alhamdulillah semoga secepatnya terlaksana.......,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1860206287833670,positif
Sudirman Biri,Lagu lama saya sangat yakin cuma janji manis biar masyarakat dan sporter psm senang. wkwkwk.,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1860208471166785,negatif
Rudy Mubarak,Mau mi seng dibilang berjasa deh,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1860230444497921,negatif
Rudy Mubarak,Seribu janji lebih baik daripada satu bukti kota dunia dalam berita,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1860232127831086,negatif
Erol Pamungkas,Anjari pi nampa rikana anjari botak tangnga teami Jai Dudu janji janji nampa tenaja na cini' mata..,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1860249104496055,negatif
Adhaand,Lahan milik pemprov dan pemkot pemkab bantu infrastruktur saja kayak akses jalan🤭,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1860250574495908,netral
Accul Accul,Wkwkwk berterima kasih sama pak hamka b kady om jangan lupa jasanya tanpanya dani pamanto nda bisa ajukan berkas tersebut,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1860251014495864,netral
Olank Hatta,Mudah mudahan jadi stadionnya agar PSM tidak terus berpindah tempat PSM klub besar keNapa tidak stadion padahal itu sangat penting bagi kami 🙏 ,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1860258497828449,negatif
Irham Syam,Carita campuru ......,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1860262454494720,negatif
Sapang Allo,kalau begitu,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1860266237827675,netral
Ashari Daeng Rowa,Semoga TDK mangkrak lagi seperti Barombong nasibnya 😂😂,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1860274944493471,negatif
Pasyah Ji,Kalau tdk duduk Gubernur tdk jadi hahaha,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1860292154491750,negatif
Syarif Al Husain,Pak. Dani teman na ji Pak. Lurah konaha nabilang Rocky Gerung Cawe-Cawe maunya ji jadi Gubernur,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1860331001154532,negatif
Muhammad Jaelani,Capek dengar itu terus,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1860350387819260,negatif
Borgetti,Silahkan cari lagi,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1860405177813781,netral
Haris Haris,Ini orang paling Kapala rupa...,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1860524914468474,negatif
Herman Sikki,Kodong Makassar,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1860594771128155,negatif
Ibrahim Ibe,Membangun yang baru lebih mahal biayanya kenapa tidak di  lanjutkan yang sudah ada,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1860649364456029,negatif
Bang Manno,aihh gayanya ji tidak percaya saya 😀😀 ,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1860707694450196,negatif
Yoeliustianto Anto,Dari dulu kalau memang ada kemauan sudah jadi untung ada pak de Jokowi yang datang dan dengarkan keluhan masyrakat sulsel terima kasih Pak Jokowi,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1860729267781372,positif
Abdullah HS,Buktikan pada saat stadion sudah dipakai bertanding,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1860741104446855,netral
Mahmud Toto,SDH pilkada na lupa mi lagi...,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1860774394443526,negatif
Andi Ak,Menjelang Pilkada jadi ancang mi sede pas nanti november setelah Pilgub pemilihan wali kota batal mi lagi tertunda mi sudah karena akhir tahun 😁 ,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1861040934416872,negatif
Ihwan Diantara,Hanya gambar plan ji itu lagu lama Mattoangin saja berapa kali ganti plan gambar ternyata Zonk....,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1862159990971633,negatif
Pasyah Ji,Cerita panjang ji janji ji,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1862294570958175,negatif
Deva Nastasia,ah cuma isu 😂😂,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1862371667617132,negatif
Hadinatha Tahier Rimi,Dulu kau bilang sudah ADA sekarang tidak ma,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1862590320928600,negatif
AR CA,Janji pilkada,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1867771150410517,negatif
AR CA,https://external-sin6-3.xx.fbcdn.net/emg1/v/t13/2936221453496063699?url=https%3A%2F%2Fmedia4.giphy.com%2Fmedia%2FWT3IEuJ11l2WZldNHm%2Fgiphy.gif%3Fkid%3Dbe302117%26ct%3Dts&fb_obo=1&utld=giphy.com&stp=dst-emg0_q75_s271x150&_nc_eui2=AeGDmFaQPWaLCqfjfV29iUjP9B3WPkflicr0HdY-R-WJylz-PJxd7N37IYfH74aJCkydAKwIKhBGOE31-pKxfd5o&ccb=13-1&oh=06_Q399aLC4uLSAGYfQeBnZBR1GHU8twdpM52AQYzNd2OyOOuc&oe=6672F3D4&_nc_sid=c97757,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1867771537077145,netral
AR CA,https://scontent-sin6-1.xx.fbcdn.net/v/t39.30808-6/441493710_833865878778542_3013910641152010186_n.jpg?stp=dst-jpg_p100x100&_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeEpDqIRJvH2LkdL9pxLP-tMXrFIxyt0MHxesUjHK3QwfC8U6SkclC_tirqSDXuS9KA74EoER_zFx7n2sPg4zrH1&_nc_ohc=hxuZS0p1jx8Q7kNvgG0Ia6V&_nc_ht=scontent-sin6-1.xx&oh=00_AYDkR08Ck-SBGhFrZcVIC-ymRwvBEX3zJsCAmhNsJxxpqw&oe=6676D97A,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1867771820410450,netral
Yos Saputra,mantap..... buktikan pak wali....,https://www.facebook.com/groups/314342425753405/posts/1860153554505610/?comment_id=1867829750404657,positif
Hermanbahar,Rencana ji itu dekat pilkada ini ajang adu program ujungnya diprank,https://www.facebook.com/groups/309068182854623/posts/1894415554319870/?comment_id=1894463454315080,negatif
Erik Hafid,Saya tinggal di sudiang tepatnya di belakang gor tapi belum ada tanda2 akan pembangunan dan saya juga tidak akan di bangun di bagian mana,https://www.facebook.com/groups/309068182854623/posts/1894415554319870/?comment_id=1894468334314592,netral
Bahrin Bahrin,Masih proses DED menuju proses tender di kementerian PUPR masih butuh waktu menunggu pemenang tender dan pelaksanaan proyek perlu bersabar karena butuh proses...,https://www.facebook.com/groups/309068182854623/posts/1894415554319870/?comment_id=1894479674313458,netral
Danurdara Giandra Janitra,Mulai mi di galih buat kuburannya yang suka janji,https://www.facebook.com/groups/309068182854623/posts/1894415554319870/?comment_id=1894503104311115,negatif
Enoers,Mau mi jadi parkirannya,https://www.facebook.com/groups/309068182854623/posts/1894415554319870/?comment_id=1894519257642833,negatif
Hamka Hamzha Hamzha,Coblos ma dulu baru ku bangun stadion...🥱🥱🥱,https://www.facebook.com/groups/309068182854623/posts/1894415554319870/?comment_id=1894525667642192,negatif
Ammank Tanete,Ini ji tawwa yang jalan https://scontent-sin6-4.xx.fbcdn.net/v/t39.30808-6/438303889_3710800732528633_5592627221212151376_n.jpg?stp=dst-jpg_p235x165&_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_eui2=AeGmyImyLxbL-BgM_OToQ5ELxSM5l95mMkTFIzmX3mYyRBrAI4G4yk5I5XPR5ofcNoNNLNc-vxn6xxTB_tbk6ivy&_nc_ohc=QzRmKbIBRWEQ7kNvgGdeKp2&_nc_ht=scontent-sin6-4.xx&oh=00_AYAgAuQmSCMwvWJpcsT-DjrrS4utvSY4PCYXNFESxn9xaw&oe=6676D896,https://www.facebook.com/groups/309068182854623/posts/1894415554319870/?comment_id=1894530984308327,netral
Rino Alda,Di prank sama asam sulfat😭😂,https://www.facebook.com/groups/309068182854623/posts/1894415554319870/?comment_id=1894545874306838,negatif
Bilal Abdul,Lahanya belum di bayar punya orang,https://www.facebook.com/groups/309068182854623/posts/1894415554319870/?comment_id=1894572120970880,negatif
Darman Caco,Saya pi jdi gubernur ku bikinkan ki stadion di bawa laut 🤣🤣,https://www.facebook.com/groups/309068182854623/posts/1894415554319870/?comment_id=1894619017632857,negatif
Fabri Zio Recoba,Mending ke planet Sudiang,https://www.facebook.com/groups/309068182854623/posts/1894415554319870/?comment_id=1894628310965261,negatif
Asrul,Rumornya sudah pemasangan var,https://www.facebook.com/groups/309068182854623/posts/1894415554319870/?comment_id=1894751580952934,negatif
Kekerasan Suatu Tindakan,InsyaAllah selesai mi besok jam 10,https://www.facebook.com/groups/309068182854623/posts/1894415554319870/?comment_id=1894762250951867,negatif
Iwan Yudistira Dewa Amor,sdh jadi mi pondasinya,https://www.facebook.com/groups/309068182854623/posts/1894415554319870/?comment_id=1895800870848005,negatif
Rahmat Wijaya,Yamaha semakin di depan 😛😛😛 ,https://www.facebook.com/sosialmediamakassar/posts/pfbid02bkd4uxV3mdZoMXMVvT7hWRNPuVrpGBFNMMBKbjYHuV8FWid4mpkRi8ZkoofCBw4Kl?comment_id=809396230709804,netral
Nasrun Daeng Sijaya, Deh turun mi jokowi Baru pak jokowi yang janji,https://www.facebook.com/sosialmediamakassar/posts/pfbid02bkd4uxV3mdZoMXMVvT7hWRNPuVrpGBFNMMBKbjYHuV8FWid4mpkRi8ZkoofCBw4Kl?comment_id=1859635414500043,negatif
Camb,Itu terus,https://www.facebook.com/sosialmediamakassar/posts/pfbid02bkd4uxV3mdZoMXMVvT7hWRNPuVrpGBFNMMBKbjYHuV8FWid4mpkRi8ZkoofCBw4Kl?comment_id=957701205849511,negatif
أسوار داينج تاوانج,Standar fifa internasional atau standar fifanya PSSI ? 😄,https://www.facebook.com/sosialmediamakassar/posts/pfbid02bkd4uxV3mdZoMXMVvT7hWRNPuVrpGBFNMMBKbjYHuV8FWid4mpkRi8ZkoofCBw4Kl?comment_id=1523110861885580,negatif
Reza Fauzy Taufan,---أسوار داينج تاوانج pssi kan diatasnya FIFA,https://www.facebook.com/sosialmediamakassar/posts/pfbid02bkd4uxV3mdZoMXMVvT7hWRNPuVrpGBFNMMBKbjYHuV8FWid4mpkRi8ZkoofCBw4Kl?comment_id=1523110861885580&reply_comment_id=997350388733488,negatif
Ippang Jeka,Ini yaa? https://scontent.fupg6-1.fna.fbcdn.net/v/t39.30808-6/441197362_456951600160019_5380528281573667175_n.jpg?stp=dst-jpg_s261x260&_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_ohc=hTpUO6G_wiEQ7kNvgEo3qO1&_nc_ht=scontent.fupg6-1.fna&oh=00_AYAjeIUOxWV76j-WhJ8WxtjjbIh-CoZiVmcnpe5mfsCytg&oe=6667066F,https://www.facebook.com/sosialmediamakassar/posts/pfbid02bkd4uxV3mdZoMXMVvT7hWRNPuVrpGBFNMMBKbjYHuV8FWid4mpkRi8ZkoofCBw4Kl?comment_id=3675255542714665,netral
Muh Fathurrahman Kasim,maaf ralat kanda.. 😅. Dekat ji dari GOR sudiang salah informasi ka' tadi.,https://www.facebook.com/sosialmediamakassar/posts/pfbid02bkd4uxV3mdZoMXMVvT7hWRNPuVrpGBFNMMBKbjYHuV8FWid4mpkRi8ZkoofCBw4Kl?comment_id=3675255542714665&reply_comment_id=1495733047961506,netral
Muh Fathurrahman Kasim,di situ lingkaran hijau lokasinya kanda. Sumber : https://www.google.com/amp/s/www.detik.com/sulsel/makassar/d-7222042/melihat-lokasi-pembangunan-stadion-di-gor-sudiang-makassar-seluas-20-hektare/amp https://scontent.fupg6-1.fna.fbcdn.net/v/t39.30808-6/440480199_487720450251630_8896726544334219837_n.jpg?stp=dst-jpg_s261x260&_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_ohc=wYQXZDW7hCwQ7kNvgEMve75&_nc_ht=scontent.fupg6-1.fna&oh=00_AYC28o1VaKsjd1OaBffH6XfZu29upYqTTuZq-Nyvmrt_fg&oe=6667170E,https://www.facebook.com/sosialmediamakassar/posts/pfbid02bkd4uxV3mdZoMXMVvT7hWRNPuVrpGBFNMMBKbjYHuV8FWid4mpkRi8ZkoofCBw4Kl?comment_id=3675255542714665&reply_comment_id=846915693934854,netral
Ippang Jeka,ok kandaku thanks info nya..,https://www.facebook.com/sosialmediamakassar/posts/pfbid02bkd4uxV3mdZoMXMVvT7hWRNPuVrpGBFNMMBKbjYHuV8FWid4mpkRi8ZkoofCBw4Kl?comment_id=3675255542714665&reply_comment_id=846915693934854,netral
Ryan Mandala,berarti bukan sudiang tapi maros..😅,https://www.facebook.com/sosialmediamakassar/posts/pfbid02bkd4uxV3mdZoMXMVvT7hWRNPuVrpGBFNMMBKbjYHuV8FWid4mpkRi8ZkoofCBw4Kl?comment_id=1523110861885580&reply_comment_id=997350388733488,netral
Andi Fachrul Aderay,Aman lahanya org? Wkwkw,https://www.facebook.com/sosialmediamakassar/posts/pfbid02bkd4uxV3mdZoMXMVvT7hWRNPuVrpGBFNMMBKbjYHuV8FWid4mpkRi8ZkoofCBw4Kl?comment_id=454536636951173,negatif
Muh Raja,https://scontent.fupg6-1.fna.fbcdn.net/v/t39.1997-6/70104243_489739395196378_2226300219186741248_n.png?stp=cp0_dst-png_s110x80&_nc_cat=1&ccb=1-7&_nc_sid=5f2048&_nc_ohc=oU2SdgqzwpwQ7kNvgHj59bq&_nc_ht=scontent.fupg6-1.fna&oh=00_AYA4rKW6ar446z7JbwFqZCRijkeCcBSV8f2D2OgMkuj6hw&oe=66671ABE,https://www.facebook.com/sosialmediamakassar/posts/pfbid02bkd4uxV3mdZoMXMVvT7hWRNPuVrpGBFNMMBKbjYHuV8FWid4mpkRi8ZkoofCBw4Kl?comment_id=816248290390374,netral
Afrian Putra Batik,Saran saya mending bikin Kawasan industri pertanian perkebunan dan perikanan.. agar masyarakat bisa kerja dan ada penghasilan.,https://www.facebook.com/suaradotcom/posts/pfbid0s2DR598Awj6qJPmq5D3MjZUTxMoaqTqtqoCrG9N7AvXpQg88HnoTBQyQqRsRMdo5l?comment_id=1521305492132221,negatif
Arief Dwi Cahyono,❤️,https://www.facebook.com/suaradotcom/posts/pfbid0s2DR598Awj6qJPmq5D3MjZUTxMoaqTqtqoCrG9N7AvXpQg88HnoTBQyQqRsRMdo5l?comment_id=1478771752846110,netral
Aidil Fitrah,Betul ji ga??,https://www.facebook.com/suaradotcom/posts/pfbid0s2DR598Awj6qJPmq5D3MjZUTxMoaqTqtqoCrG9N7AvXpQg88HnoTBQyQqRsRMdo5l?comment_id=3223787137928600,negatif
Edwin Janibi Rochman,Stadion PSM belum beres2? Bikin pondasi baru?,https://www.facebook.com/suaradotcom/posts/pfbid0s2DR598Awj6qJPmq5D3MjZUTxMoaqTqtqoCrG9N7AvXpQg88HnoTBQyQqRsRMdo5l?comment_id=1166011941210016,negatif
Vhy J V-i,Carutu  angin surga tiap 5  tahun jelang pilkada,https://www.facebook.com/suaradotcom/posts/pfbid0s2DR598Awj6qJPmq5D3MjZUTxMoaqTqtqoCrG9N7AvXpQg88HnoTBQyQqRsRMdo5l?comment_id=835776015264896,negatif
Mitra Aqiqoh,Bikin terus biar hutang nambah terus.,https://www.facebook.com/suaradotcom/posts/pfbid0s2DR598Awj6qJPmq5D3MjZUTxMoaqTqtqoCrG9N7AvXpQg88HnoTBQyQqRsRMdo5l?comment_id=2651325168402290,negatif
Julian,Paballe balle anne tau ngaseng,https://www.facebook.com/suaradotcom/posts/pfbid0s2DR598Awj6qJPmq5D3MjZUTxMoaqTqtqoCrG9N7AvXpQg88HnoTBQyQqRsRMdo5l?comment_id=698168792390367,negatif
Iman,kalau tidak di korupsi 🤣,https://www.facebook.com/suaradotcom/posts/pfbid0s2DR598Awj6qJPmq5D3MjZUTxMoaqTqtqoCrG9N7AvXpQg88HnoTBQyQqRsRMdo5l?comment_id=3385600505080083,negatif
Jimmy Lape,Stadion barombong????,https://www.facebook.com/suaradotcom/posts/pfbid0s2DR598Awj6qJPmq5D3MjZUTxMoaqTqtqoCrG9N7AvXpQg88HnoTBQyQqRsRMdo5l?comment_id=2108913826161441,negatif
Andi Chiwank Mattoreang,Itu mo stadion Barombong lanjutkan.. Agak Lain memang ini pemarintah..,https://www.facebook.com/suaradotcom/posts/pfbid0s2DR598Awj6qJPmq5D3MjZUTxMoaqTqtqoCrG9N7AvXpQg88HnoTBQyQqRsRMdo5l?comment_id=430863223029983,negatif
Mulyana Bin Oman,#banyakstadiondiindonesiaterbengkalai,https://www.facebook.com/suaradotcom/posts/pfbid0s2DR598Awj6qJPmq5D3MjZUTxMoaqTqtqoCrG9N7AvXpQg88HnoTBQyQqRsRMdo5l?comment_id=818988019676438,negatif
Rangka Sabang,Bukan ji bahasa pemanis ini jelang pilgub ? karena stadion yg bagus saja dirusak sampe sekarang belum kelar tapi semoga saja dehh niatnya betulan  terealisasi,https://www.facebook.com/suaradotcom/posts/pfbid0s2DR598Awj6qJPmq5D3MjZUTxMoaqTqtqoCrG9N7AvXpQg88HnoTBQyQqRsRMdo5l?comment_id=871533241384378,negatif
Pluru Hati,Berlomba pada membangun Stadion label internasional tapi kualitas kompetisi bertaraf tarkam dibarengi dengan suporter yang juga hadehh..🤭 ,https://www.facebook.com/suaradotcom/posts/pfbid0s2DR598Awj6qJPmq5D3MjZUTxMoaqTqtqoCrG9N7AvXpQg88HnoTBQyQqRsRMdo5l?comment_id=412936531572171,negatif
Muhamma Sahir,Tanda2 mau pemilihan.,https://www.facebook.com/suaradotcom/posts/pfbid0s2DR598Awj6qJPmq5D3MjZUTxMoaqTqtqoCrG9N7AvXpQg88HnoTBQyQqRsRMdo5l?comment_id=1003278034728684,negatif
Yulis Usman,Bukan ji pabelle Toli 😀😀,https://www.facebook.com/suaradotcom/posts/pfbid0s2DR598Awj6qJPmq5D3MjZUTxMoaqTqtqoCrG9N7AvXpQg88HnoTBQyQqRsRMdo5l?comment_id=963221355289569,negatif
Sutendi Sutendi,Negara2 afrika asia lainya belum tentu juga punya stadion bagus2 yang seperti indonesia udah punya sekarang! tapi prestasinya bagus tuh... manfaatin dulu yang ada prestasi yang di bangun  bukan stadion mulu yang di bangun..,https://www.facebook.com/suaradotcom/posts/pfbid0s2DR598Awj6qJPmq5D3MjZUTxMoaqTqtqoCrG9N7AvXpQg88HnoTBQyQqRsRMdo5l?comment_id=333617929552475,negatif
Shiga Phati Mci,Stadion barombong tdk selesai.. Stadion andi Mattalatta juga sdh dibongkar..,https://www.facebook.com/suaradotcom/posts/pfbid0s2DR598Awj6qJPmq5D3MjZUTxMoaqTqtqoCrG9N7AvXpQg88HnoTBQyQqRsRMdo5l?comment_id=1013953986826019,negatif
Abdulhamid,Kata pemanis akan di bangun setiap mau pilkada😂,https://www.facebook.com/suaradotcom/posts/pfbid0s2DR598Awj6qJPmq5D3MjZUTxMoaqTqtqoCrG9N7AvXpQg88HnoTBQyQqRsRMdo5l?comment_id=3827567177521984,negatif
Minipau V Bing,Kira2 yg punya rencana bangun stadion ada yg ikut pilkada atau tidak ya... 🤣🤣🤣,https://www.facebook.com/suaradotcom/posts/pfbid0s2DR598Awj6qJPmq5D3MjZUTxMoaqTqtqoCrG9N7AvXpQg88HnoTBQyQqRsRMdo5l?comment_id=427430446811542,negatif
